round,seq,utc,query,terms,expression,top_k,equivalence_key,cache_key,cached,returned_dN,returned_docids,result_docs
1,6,2026-09-15T12:55:18.844661+00:00,actor plays alongside real life relative TV series character married multiple times,"[""actor"",""plays"",""alongside"",""real"",""life"",""relative"",""tv"",""series"",""character"",""married"",""multiple"",""times""]","""actor"" OR ""plays"" OR ""alongside"" OR ""real"" OR ""life"" OR ""relative"" OR ""tv"" OR ""series"" OR ""character"" OR ""married"" OR ""multiple"" OR ""times""",5,323033e39dc9332f0e1cce2a28800249e5fa2166e374fa3ca6e9a29cf938350f,e4b9a7f24e22b5208c1712d192d167ce188f13dc8ca8447377e95d31782d5084,False,"[""d1"",""d2"",""d3"",""d4"",""d5""]","[""73100"",""81882"",""68181"",""32118"",""77683""]","[{""docid"":""73100"",""score"":20.6154668935253,""snippet"":"" ... of the Iowa City West High School volleyball team, Hunt played Kathy Bresnahan, a volleyball coach. In 2019, Hunt appeared in the BBC series World on Fire as journalist Nancy Campbell, a character inspired by real-life war correspondent Clare Hollingworth, and reprised the role of Jamie Buchman ... "",""title"":""https://en.wikipedia.org/wiki/Helen_Hunt""},{""docid"":""81882"",""score"":20.600519712350618,""snippet"":"" ... He made his first appearance with Gene Wilder in the very popular action/comedy Silver Streak (1976), played three different characters in Which Way Is Up? (1977) and portrayed real-life stock-car driver \""Wendell Scott\"" in Greased Lightning (1977). Proving he was more than just a comedian ... "",""title"":""https://m.imdb.com/search/name/?death_date=2005&ref_=nmbio""},{""docid"":""68181"",""score"":20.59732476572501,""snippet"":"" ... In 2013, Canto made his debut in American television, playing the role of Paul Torres on the Fox drama series, The Following. In 2015 Canto played real life politician Rodrigo Lara Bonia in Netflix drama series Narcos. In 2016, he was cast in the ABC political drama series ... "",""title"":""https://m.imdb.com/search/name/?death_date=2024&ref_=nmbio""},{""docid"":""32118"",""score"":20.161091968880136,""snippet"":"" ... In 2000, Margaret earned a Saturn Award for Best Genre TV Actress for her role as Lisa Wiseman in the series Now and Again (1999). From 2007 to 2013, she played Eleanor Waldorf in the series Gossip Girl (2007).\n\n- Actor\n\n- Writer\n\n- Art Department\n\nPeter Wilton Cushing was born ... "",""title"":""https://www.imdb.com/date/05-26""},{""docid"":""77683"",""score"":20.130828796768498,""snippet"":"" ... Beauty on the Vine, playing three characters. She was also in The Death and Life of Bobby Z (2007) and the short-lived drama television series The Black Donnellys (2007). In September 2007, she joined the cast of the medical drama TV series House as Remy \""Thirteen\"" Hadley ... "",""title"":""https://en.wikipedia.org/wiki/Olivia_Wilde""}]"
1,14,2026-09-15T12:55:20.134076+00:00,TV character married more than twice one child survives series,"[""tv"",""character"",""married"",""more"",""than"",""twice"",""one"",""child"",""survives"",""series""]","""tv"" OR ""character"" OR ""married"" OR ""more"" OR ""than"" OR ""twice"" OR ""one"" OR ""child"" OR ""survives"" OR ""series""",5,518a960fc694e99efe367fef4cfa67b975718f9265cc707cb3c8c142387dad30,10fe29227fa2b1e971c42866ea302b915cdc0215c7271e36d6a8751b15017afb,False,"[""d6"",""d7"",""d8"",""d9"",""d10""]","[""71307"",""45036"",""94964"",""93526"",""9215""]","[{""docid"":""71307"",""score"":16.250151702152145,""snippet"":"" ... a mission, or possibly the bit character he has a fling with before the mission even starts and is only present in that one scene. More often than not, the first woman he sleeps with is killed while the second survives. As an overall statistic, as of No ... "",""title"":""https://tvtropes.org/pmwiki/pmwiki.php/Main/CartwrightCurse""},{""docid"":""45036"",""score"":16.213748711302685,""snippet"":"" ... While co-starring with Hollywood's hunkiest best, including Paul Newman, Dale Robertson, Glenn Ford and Cornel Wilde, her roles still emphasized more her glam appeal than her acting capabilities. In the 1960s, Anne began refocusing strongly on the smaller screen, finding a comfortable niche on television series ... "",""title"":""https://www.imdb.com/search/name/?birth_year=1930""},{""docid"":""94964"",""score"":16.193841357809028,""snippet"":"" ... Maloney has had roles in many a British TV series, from a character in Season 3 of All Creatures Great and Small on MASTERPIECE to Midsomer Murders, and The Crown. His film credits include The Young Victoria and Kenneth Branagh's adaptation of Henry V.\n\n- 5.\n\nAlexandros Logothetis ... "",""title"":""https://www.pbs.org/wgbh/masterpiece/specialfeatures/get-to-know-the-cast-of-magpie-murders/""},{""docid"":""93526"",""score"":16.054575140417548,""snippet"":"" ... 48 people survive, but the show centers around 14, all with secrets. At first, there is confusion. But as the show goes on, friendships develop, and we learn that there is more to the island than what it seems...\n\nThe characters are fantastic--don't pay any attention ... "",""title"":""https://www.imdb.com/title/tt0411008/""},{""docid"":""9215"",""score"":16.028818547940986,""snippet"":"" ... more-layered-than-meets-the-eye colleague of Sutton Foster's 40-year-old posing as a millennial in the critically acclaimed TV Land series, which is due to return for a seventh season. And though the prospect of a spin-off centered on Duff's Younger character ... "",""title"":""https://www.eonline.com/photos/9198/child-stars-who-turned-out-all-right""}]"
1,22,2026-09-15T12:55:21.656310+00:00,entertainer height 1.65 1.70 real life relative same series,"[""entertainer"",""height"",""1"",""65"",""70"",""real"",""life"",""relative"",""same"",""series""]","""entertainer"" OR ""height"" OR ""1"" OR ""65"" OR ""70"" OR ""real"" OR ""life"" OR ""relative"" OR ""same"" OR ""series""",5,b6ef86279e47b36ae59af5ae8d98366e4458c3cbe69b900c3c234c2d47e49c7d,0ad42e351d99334e4074340b5854afbde6d0fd1d3f1f61f5068bae64d39e9e69,False,"[""d11"",""d12"",""d13"",""d14"",""d15""]","[""60750"",""85281"",""79088"",""32495"",""91653""]","[{""docid"":""60750"",""score"":16.272237437876523,""snippet"":"" ... The Daily\"",\""descriptionText\"":\""Stay informed, and entertained, with the Bay Area's best free local newsletter.\"",\""sailthruSignupLists\"":{\""newsletter sfg news\"":1,\""Email_Master\"":1},\""sailthruSource\"":\""BC_SSM_Homepage_SFG_dynamic\"",\""sailthruSignupListForBC\"":[\""newsletter sfg news\""],\""termOfUseUrl\"":\""/terms/\"",\""privacyPolicyUrl\"":\""/privacy-policy/\"",\""successMessage\"":\""Thank you for signing up!\"",\""emailInputFieldPlaceholderText\"":\""Enter your ... "",""title"":""https://www.sfgate.com/entertainment/article/fall-tv-preview-heaven-can-wait-stage-actor-2807280.php""},{""docid"":""85281"",""score"":14.782770336897642,""snippet"":"" ... FAA height limits\n\nOne Bayfront Plaza was for many years the tallest building ever to be approved for construction in the city, at the maximum FAA height limit of 1,049 feet (320 m), though several other buildings were approved at similar heights in the mid-2010s. It ... "",""title"":""https://kids.kiddle.co/List_of_tallest_buildings_in_Miami""},{""docid"":""79088"",""score"":14.776577691122657,""snippet"":"" ... even at the same site if the software on the machine has been updated.\n\nTable 2.\n\n| Real World DXA Data | |||||\n\n|---|---|---|---|---|---|\n\n| Participant & DXA Characteristics | Multi-ethnic backgrounds, Females, Soccer Players (n = 5), Age: 25 ± 5 years, Height: 167.5 ± 4.0 cm | ||||\n\n| SCAN 1: QDR Series Discovery A, Hologic ... "",""title"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC8065383/""},{""docid"":""32495"",""score"":14.525882433485709,""snippet"":"" ... At the height of the COVID-19 pandemic, in 2020, four of the five major components of spending on out-of-town trips (food, alcohol, lodging, and entertainment) declined between 49 and 54 percent. However, the transportation component was the hardest hit, falling 65 percent in 2020. Similarly ... "",""title"":""https://www.bls.gov/opub/reports/consumer-expenditures/2022/""},{""docid"":""91653"",""score"":14.486789225617704,""snippet"":"" ... These proportions were the same for both boys and girls.\n\n70% of children (aged 2-15) were of healthy weight.\n\nThe proportion of children in the healthy weight range decreased by age; this pattern was more pronounced for girls.\n\n7 Obesity\n\nIsla Dougall\n\n7.1 Introduction\n\nWorldwide obesity ... "",""title"":""https://www.gov.scot/publications/scottish-health-survey-2018-volume-1-main-report/pages/62/""}]"
2,38,2026-09-15T12:55:28.012710+00:00,Grey's Anatomy character married three times one child survives,"[""grey"",""s"",""anatomy"",""character"",""married"",""three"",""times"",""one"",""child"",""survives""]","""grey"" OR ""s"" OR ""anatomy"" OR ""character"" OR ""married"" OR ""three"" OR ""times"" OR ""one"" OR ""child"" OR ""survives""",5,d7af7215e1099c9388c09069d524260f696346b92f686fc427f6e614ff36926a,48c4f4de0347c94864d3fd93a19d0777ad34318a67c06e9979cc752155df96d2,False,"[""d16"",""d17"",""d18"",""d19"",""d20""]","[""61137"",""68225"",""32709"",""93432"",""3878""]","[{""docid"":""61137"",""score"":19.989495647416888,""snippet"":"" ... ABC's medical drama Grey's Anatomy is embarking on its 20th season, and the animated series Family Guy was renewed for its 23rd, appearing on Fox since 1999.\n\nThere's no exact formula for television longevity. Still, sticking around for decades means a show can reach millions ... "",""title"":""https://www.bbc.com/culture/article/20240318-longest-running-tv-shows-programmes-series-ever""},{""docid"":""68225"",""score"":19.89138422265001,""snippet"":"" ... All the Times Meredith Grey Almost Died (or Suffered Another Trauma)\nauthor: Dan Clarendon\ndate: 2020-12-24\n---\nAll the Times Meredith Grey Almost Died (or Suffered Another Trauma)\n\nWe know there'd be no Grey's Anatomy without Meredith Grey … especially because creator Shonda Rhimes has said ... "",""title"":""https://www.tvinsider.com/979458/greys-anatomy-meredith-covid-near-death-traumas/""},{""docid"":""32709"",""score"":18.930393430782186,""snippet"":"" ... The incarnation was short-lived, with the block ending for the third time on September 27, 2019.\n\nHistory\n\nABC Friday-night legacy: 1950s to 1970s\n\nFamily-friendly comedies, which featured families with children as major characters, were a staple of ABC's programming dating back to the network ... "",""title"":""https://en.wikipedia.org/wiki/TGIF_(TV_programming_block)""},{""docid"":""93432"",""score"":18.542454429296345,""snippet"":"" ... As the characters and universe of The Walking Dead live on in the new series, it's unlikely that the original show will be forgotten anytime soon.\n\n|\n\nTItle |\n\nRotten Tomatoes Critic Score |\n\nRotten Tomatoes Audience Score |\n\n|\n\nThe Walking Dead (2010–2022) |\n\n79% |\n\n78% |\n\n3 Grey's Anatomy (2005 ... "",""title"":""https://screenrant.com/tv-shows-ruled-world-airing-list/""},{""docid"":""3878"",""score"":18.53081962161172,""snippet"":"" ... MIKE HALE\n\nStream on Amazon.\n\n2005-present\n\nGrey's Anatomy\n\nBecause we all need our \""person.\""\n\nMore tears have been shed over \""Grey's Anatomy\"" than any other prime time drama. It's been on longer than almost anything else, and it's also embraced tragedy, plucked heartstrings ... "",""title"":""https://www.nytimes.com/interactive/2019/arts/television/best-drama-series.html""}]"
2,46,2026-09-15T12:55:29.661604+00:00,Grey's Anatomy actor real life relative also cast member,"[""grey"",""s"",""anatomy"",""actor"",""real"",""life"",""relative"",""also"",""cast"",""member""]","""grey"" OR ""s"" OR ""anatomy"" OR ""actor"" OR ""real"" OR ""life"" OR ""relative"" OR ""also"" OR ""cast"" OR ""member""",5,c06fcd4d641604fb1cbdec4bae845c41aa10993649aa3af2ffc85ab81cbbd689,9507c949e659e252b0545233675daf8038226eb304b683c8f9368b04a9763139,False,"[""d21"",""d22"",""d23"",""d24"",""d25""]","[""7460"",""66517"",""96528"",""46"",""15009""]","[{""docid"":""7460"",""score"":22.3329978756518,""snippet"":"" ... actor who was excited to land a part in a new Grey's Anatomy spin-off titled Grey's New Orleans: Family Burn Unit. On its own, that's a fun nod to the show but it's made better by Grey's alum Jesse Williams also being ... "",""title"":""https://screenrant.com/greys-anatomy-spinoff-shows-timeline-connections-explained/""},{""docid"":""66517"",""score"":21.98485002221252,""snippet"":"" ... Grey's Anatomy introduced a level of casting diversity that had been previously unknown on prime-time television. Peopled with complex women and men from a variety of cultural backgrounds, the series drew a dedicated audience of nearly twenty million viewers.\n\nShonda Lynn Rhimes was born in Chicago ... "",""title"":""https://www.encyclopedia.com/education/news-wires-white-papers-and-books/rhimes-shonda-lynn""},{""docid"":""96528"",""score"":21.854290542016887,""snippet"":"" ... We don't know who.\""\n\nKatherine Heigl skipped out on Grey's Anatomy\n\nKatherine Heigl rose to fame playing Dr. Izzie Stevens at the height of the \""Grey's Anatomy\"" mania that afflicted nearly everyone with a television in the mid-2000s. But just three years after she ... "",""title"":""https://www.nickiswift.com/450696/tv-actors-who-said-no-to-an-episode/""},{""docid"":""46"",""score"":21.011748395137165,""snippet"":"" ... With Ellen Pompeo's Meredith Grey as the show's heart and moral compass, Grey's Anatomy successfully navigated the departures of several original cast members, including male lead Patrick Dempsey, while reinventing itself. Dempsey is back this season, helping Grey's to once again dominate the pop ... "",""title"":""https://deadline.com/2020/12/most-influential-tv-series-21st-century-so-far-deadline-list-1234662438/""},{""docid"":""15009"",""score"":20.881194037677513,""snippet"":"" ... Grey's Anatomy), Golden Globes (2006)\n\n- Outstanding Performance by a Cast in a Motion Picture (Sideways), Screen Actors Guild (2005)\n\n- Outstanding Performance by a Female Actor in a Drama Series (Grey's Anatomy), Screen Actors Guild (2006)\n\n- Outstanding Performance by an Ensemble in a Drama Series (Grey's ... "",""title"":""https://www.thecanadianencyclopedia.ca/en/article/sandra-oh""}]"
2,54,2026-09-15T12:55:30.827169+00:00,Grey's Anatomy character marriages children died,"[""grey"",""s"",""anatomy"",""character"",""marriages"",""children"",""died""]","""grey"" OR ""s"" OR ""anatomy"" OR ""character"" OR ""marriages"" OR ""children"" OR ""died""",5,718fdb70dea94cef44e3e5fa48af5ba8ac42bd7f12c2d568734f376c03ddd07d,e4f4ce46c54c0324f52650936f474ea200c37787d67cd6dc1caad28a4992aa35,False,"[""d24"",""d26"",""d21"",""d27"",""d28""]","[""46"",""83923"",""7460"",""35496"",""72500""]","[{""docid"":""46"",""score"":18.916202480034872,""snippet"":"" ... dimensional queer characters that abandoned the tragic \""kill-your-gays\"" trope. Instead, it celebrated queer culture and shined a deserving light on talents like Mj Rodriguez, Dominique Jackson, Indya Moore and, of course, the Emmy-winning Billy Porter. – DR\n\nGrey's Anatomy (2005-Present)\n\nABC's 2005-06 ... "",""title"":""https://deadline.com/2020/12/most-influential-tv-series-21st-century-so-far-deadline-list-1234662438/""},{""docid"":""83923"",""score"":18.603808671104854,""snippet"":"" ... It's the perfect rendition of this song to match the show.\n\n7. Grey's Anatomy - Cosy In The Rocket by Psapp\n\nGrey's Anatomy is an iconic show with an iconic and recognizable theme song. The show is on season 20 and counting, and is one of ... "",""title"":""https://www.poppassionblog.com/post/top-10-tv-show-theme-songs-that-are-real-songs""},{""docid"":""7460"",""score"":18.556835775233175,""snippet"":"" ... Grey's Anatomy Is Teasing Meredith's Replacement (But It Doesn't Need One)\n\nWith Meredith Grey having left Grey's Anatomy, the series seems to be teasing a new main character to replace her, but there's no need for one.\n\nPrivate Practice (2007-2013)\n\n6 Seasons ... "",""title"":""https://screenrant.com/greys-anatomy-spinoff-shows-timeline-connections-explained/""},{""docid"":""35496"",""score"":18.422991966917145,""snippet"":"" ... Grey's Anatomy superbly portrays the effect of losing patients and the importance of attending to one's physical and mental health. Characters in Grey's Anatomy and The Resident lose loved ones to COVID-19; in the latter, this loss is also tainted with the suspicion of ... "",""title"":""https://jamanetwork.com/journals/jama/fullarticle/2787497""},{""docid"":""72500"",""score"":18.30299503620914,""snippet"":"" ... At 11, Barry Allen's life changed completely when his mother died in a freak accident and his innocent father was [More]\n\n#73\n\nSynopsis: Hundreds of cash-strapped contestants accept an invitation to compete in children's games for a tempting prize, but the stakes are [More]\n\n#74 ... "",""title"":""https://editorial.rottentomatoes.com/guide/best-netflix-shows-and-movies-to-binge-watch-now/""}]"
3,68,2026-09-15T12:55:36.297531+00:00,actor plays with real life sibling parent child same TV series unrelated characters,"[""actor"",""plays"",""with"",""real"",""life"",""sibling"",""parent"",""child"",""same"",""tv"",""series"",""unrelated"",""characters""]","""actor"" OR ""plays"" OR ""with"" OR ""real"" OR ""life"" OR ""sibling"" OR ""parent"" OR ""child"" OR ""same"" OR ""tv"" OR ""series"" OR ""unrelated"" OR ""characters""",5,40beb7aa736ae6885af7d698bc6803653607aeb1bf1146b376d63bccadb01b6b,1d430a349b865e3375de05f9801d5b87e1a48633b9f7c2f17296917c778a8798,False,"[""d29"",""d30"",""d31"",""d32"",""d33""]","[""11078"",""88468"",""56024"",""14857"",""69326""]","[{""docid"":""11078"",""score"":25.16542432201977,""snippet"":"" ... upon to cast, say, a parent and child, or two siblings, or a similar-looking stranger to an established character, or a younger and older version of the same character. And sometimes, they find someone that looks so uncannily like the original actor that it comes as a ... "",""title"":""https://tvtropes.org/pmwiki/pmwiki.php/Main/SeparatedAtBirthCasting""},{""docid"":""88468"",""score"":23.387729346648204,""snippet"":"" ... When a Real-Life Relative is recruited as a Time-Shifted Actor, to play a younger version of their older relative's character (parent-child relationships are the most common, but the trope also applies to nieces and nephews, or younger cousins and siblings).\n\n- All-Star Cast: A ... "",""title"":""https://tvtropes.org/pmwiki/pmwiki.php/Main/CharactersAndCasting""},{""docid"":""56024"",""score"":23.315046923645582,""snippet"":"" ... the series starred Bell as the seventeen year old detective Veronica, which put her alongside actors Enrico Colantoni who played her father, Jason Dohring, Percy Daggs III and Ryan Hansen. Bell noted the parallels between the character of Veronica and her own life — Bell's parents had divorced ... "",""title"":""https://unionfilms.org/films/people/kristen-bell.html""},{""docid"":""14857"",""score"":23.114098280001897,""snippet"":"" ... The show focused on all the F's (feelings, family, friendship, the unknowable future, the futility of life, and yes, football), tackling real problems like gun violence, overzealous parents, racism, and lack of public school funding. The cast was stacked with capable young actors who pulled their weight ... "",""title"":""https://www.rd.com/list/teen-tv-shows/""},{""docid"":""69326"",""score"":22.74997364022601,""snippet"":"" ... Playing more than one role is a challenge for actors, especially when done simultaneously. But when done right, it can have a marvelous effect. It is not uncommon for actors to play more than one character in a TV show or movie, with scenarios including identical twins and ... "",""title"":""https://screenrant.com/actors-multiple-characters-same-tv-show/""}]"
3,76,2026-09-15T12:55:37.677332+00:00,telenovela actor real life family member co-star same show,"[""telenovela"",""actor"",""real"",""life"",""family"",""member"",""co"",""star"",""same"",""show""]","""telenovela"" OR ""actor"" OR ""real"" OR ""life"" OR ""family"" OR ""member"" OR ""co"" OR ""star"" OR ""same"" OR ""show""",5,bd8d0778c568f99f0dac5bfd7916f98d437954c243fbc4e5b8d1bdeaf2e50f26,97525cefd33644f8166f48c8b050960327afb96a32c539e50edc0740e432ea2b,False,"[""d34"",""d35"",""d36"",""d37"",""d38""]","[""62890"",""5705"",""83860"",""15325"",""54845""]","[{""docid"":""62890"",""score"":23.090166297908834,""snippet"":"" ... Another important characteristic of Brazilian telenovelas is that they rely less on individual stars than other South American works. A Brazilian telenovela may have a permanent cast of more than 40 actors, of which some seven or eight are considered \""central\"" to the show. The chief reason for ... "",""title"":""https://en.wikipedia.org/wiki/Telenovela""},{""docid"":""5705"",""score"":21.6831558202641,""snippet"":"" ... Success continued with appearances in Dan in Real Life (2007), Scream 4 (2011), and the lead roles in two series, Lux in Life Unexpected (2010) and Cassie in The Secret Circle (2011). Britt also starred in the television film Avalon High (2010), opposite Gregg Sulkin, had a supporting ... "",""title"":""https://www.imdb.com/search/name/?birth_date=1990-01-01,1990-12-31&gender=female""},{""docid"":""83860"",""score"":20.987604214351002,""snippet"":"" ... But at the same time, these dizis opened a gate for the new ones, featuring the same lead actors, who became international stars of social media, if not the mainstream magazine press.\n\n31Since the mid 1990s, Turkey's journey with rising Islamism began to affect broadcasting trends. This ... "",""title"":""https://journals.openedition.org/tvseries/2406""},{""docid"":""15325"",""score"":20.835174939478687,""snippet"":"" ... lives in Mexico with his family. This rising star may be young, but he has already made quite a splash in the entertainment industry in Mexico.\n\nA triple threat, the singer, dancer, and actor debuted on screen in 2013 in the telenovela Porque el amor manda.\n\nOsorio was ... "",""title"":""https://www.superprof.com/blog/top-10-mexican-celebrities/""},{""docid"":""54845"",""score"":20.797743184828434,""snippet"":"" ... Story:<\\/strong> Florencia Bertotti stars in this modern version of Cinderella<\\/em> produced in Argentina. Florencia, a young orphan who works in a produce shop and sings in a band with her friends, performs at a party for the Fritzenwalden family, changing her life forever.<\\/p>\\n\\n ... "",""title"":""https://www.billboard.com/lists/best-telenovela-theme-songs/""}]"
3,84,2026-09-15T12:55:38.627026+00:00,TV series cast real life mother daughter father son unrelated characters on screen,"[""tv"",""series"",""cast"",""real"",""life"",""mother"",""daughter"",""father"",""son"",""unrelated"",""characters"",""on"",""screen""]","""tv"" OR ""series"" OR ""cast"" OR ""real"" OR ""life"" OR ""mother"" OR ""daughter"" OR ""father"" OR ""son"" OR ""unrelated"" OR ""characters"" OR ""on"" OR ""screen""",5,43d96adcee0f13217f6fe178bec92b1c3ecf0890ab1e7b6919ac35d8a9c72a65,0f74e60e9158c95168021d782b10a599624b31732b1d9c52be1f7047fe314608,False,"[""d29"",""d39"",""d40"",""d41"",""d42""]","[""11078"",""35680"",""29417"",""55772"",""69831""]","[{""docid"":""11078"",""score"":28.715953003944815,""snippet"":"" ... and Tom Green do look like father and son in Freddy Got Fingered.\n\n- Allison Williams and Catherine Keener play daughter and mother respectively in Get Out (2017), and the casting is on point.\n\n- It's no coincidence that Raquel Alessi got cast as a young Eva Mendes in ... "",""title"":""https://tvtropes.org/pmwiki/pmwiki.php/Main/SeparatedAtBirthCasting""},{""docid"":""35680"",""score"":26.41857136983216,""snippet"":"" ... The series was commissioned in October 2019 by Apple TV+, with Sudeikis reprising the role. Television producer and Scrubs creator Bill Lawrence was brought in to work on a television series based around the character in 2017. The series is co-owned by Warner Bros. Television, where Lawrence ... "",""title"":""https://en.wikipedia.org/wiki/Ted_Lasso""},{""docid"":""29417"",""score"":26.27957908458224,""snippet"":"" ... His life later extends to the young men who are married to or dating his daughters.\n\nEpisodes\n\nCast and characters\n\nMain\n\n* Tim Allen as Mike Baxter: Mike is a father of three daughters and the director of marketing for the Outdoor Man chain of sporting goods stores. Mike ... "",""title"":""https://en.wikipedia.org/wiki/Last_Man_Standing_(American_TV_series)""},{""docid"":""55772"",""score"":26.0873504402198,""snippet"":"" ... real-life version of what John Wayne had been on the screen. He had been a Brigadier General in the Air Force, a Senior Pilot with Pan American, and held many incredible record-breaking aeronautic achievements. Maureen happily retired from films in 1973 after making the TV movie ... "",""title"":""https://www.imdb.com/search/name/?birth_year=1920""},{""docid"":""69831"",""score"":25.916207531684016,""snippet"":"" ... We've compiled 35 of the most egregious parent-child age gaps in Hollywood history, including an on-screen mom who is years younger than her on-screen sons and an on-screen mother and son who were so close in age they began dating in real life ... "",""title"":""https://www.businessinsider.com/age-difference-tv-movie-parents-kids-2018-5""}]"
4,99,2026-09-15T12:55:44.143803+00:00,Jane the Virgin character married multiple times children died,"[""jane"",""the"",""virgin"",""character"",""married"",""multiple"",""times"",""children"",""died""]","""jane"" OR ""the"" OR ""virgin"" OR ""character"" OR ""married"" OR ""multiple"" OR ""times"" OR ""children"" OR ""died""",5,36dd127852ac8d542f97a1b7d74d24ae0f210776f53a2d0b49871ca3c644ea0e,cbb3e956fd3b6d3c9bb446eb9a15eec694b61d63232bd8d3e4fb8c4dcf15fa92,False,"[""d43"",""d44"",""d45"",""d46"",""d47""]","[""35966"",""85777"",""96228"",""57234"",""28281""]","[{""docid"":""35966"",""score"":18.57332069142632,""snippet"":"" ... Isabella obviously cannot see how dangerous it would be to marry Heathcliff, when he appears wearing the mask of a gentleman. She does not possess the ability to doubt male intentions and as such fulfils the type of the Gothic virgin, while also emphasising Catherine's greater understanding ... "",""title"":""https://journals.openedition.org/lisa/3496?lang=en""},{""docid"":""85777"",""score"":18.484805459888175,""snippet"":"" ... t necessarily appreciate them at the time.\n\nJane Austen\n\nMost people associate Jane Austen's books with love and romance, but unlike many of the characters in her novels, she never married. It's not as though she didn't have the opportunity to wed: Austen actually had ... "",""title"":""https://www.rd.com/list/famous-people-who-chose-to-stay-single/""},{""docid"":""96228"",""score"":17.969246604470527,""snippet"":"" ... 14), easing the burden of the infant's household on the Duchess. The last mention of Mary Seymour on record is on her second birthday, and although stories circulated that she eventually married and had children, most historians believe she died as a child at Grimsthorpe Castle in ... "",""title"":""https://en.wikipedia.org/wiki/Catherine_Parr""},{""docid"":""57234"",""score"":17.955720842895417,""snippet"":"" ... The book contains elements of social criticism with a strong sense of Christian morality at its core, and it is considered by many to be ahead of its time because of Jane's individualistic character and how the novel approaches the topics of class, sexuality, religion and feminism ... "",""title"":""https://en.wikipedia.org/wiki/Jane_Eyre""},{""docid"":""28281"",""score"":17.94459467419881,""snippet"":"" ... Her sister Katharine (1906–1907) died at the age of nine months. That was a traumatic event for Mead, who had named the girl, and thoughts of her lost sister permeated her daydreams for many years.Howard, Jane. (1984). Margaret Mead: A Life, New York: Simon and Schuster ... "",""title"":""https://en.wikipedia.org/wiki/Margaret_Mead""}]"
