round,seq,utc,query,terms,expression,top_k,equivalence_key,cache_key,cached,returned_dN,returned_docids,result_docs
1,6,2026-09-15T14:05:06.705361+00:00,research group founded 2009 coordinator December 2023,"[""research"",""group"",""founded"",""2009"",""coordinator"",""december"",""2023""]","""research"" OR ""group"" OR ""founded"" OR ""2009"" OR ""coordinator"" OR ""december"" OR ""2023""",5,080c23d09fa5230fd2c35f121730303b872f13ce66bf3960fd9b68da6ee2d641,c00c4af5998d3d8d6ba87b0c8da2739900dab89a938b7e4c892b7bf2eae65ef1,False,"[""d1"",""d2"",""d3"",""d4"",""d5""]","[""62116"",""78634"",""43076"",""98681"",""5286""]","[{""docid"":""62116"",""score"":12.472919726863736,""snippet"":"" ... Currently, at the Crespo Lab, he is synthesizing thionated organic compounds for prospective therapeutic applications and studying their photophysical and photochemical properties using transient absorption spectroscopy and quantum-chemical calculations.\n\n- Tazrin joined the group in December 2023.\n\n- Andy joined the group in Spring 2019\n\n- Collin joined the group ... "",""title"":""https://case.edu/artsci/chem/faculty/crespo/group/members.html""},{""docid"":""78634"",""score"":12.300592586384376,""snippet"":"" ... 2009) (62 pages, 547 KB)\n\n- M-09-09, Legislative Coordination and Clearance (January 27, 2009) (3 pages, 125 KB)\n\n- M-09-08, Implementation of Memorandum Concerning Regulatory Review (January 21, 2009) (2 pages, 104 KB)\n\n- M-09-07, 2009 Discount Rates for OMB Circular No. A-94 (December ... "",""title"":""https://bidenwhitehouse.archives.gov/omb/information-for-agencies/memoranda/""},{""docid"":""43076"",""score"":12.227767380500147,""snippet"":"" ... Roll Back Malaria (RBM) Partnership, Chair\n* 2008–2009: GAVI, the Vaccine Alliance, board member\n* 2008–2009: High-Level Task Force for Innovative Financing for Health Systems, Member\n* 2009–2011: Global Fund, Chair\n* 2009–2010: Joint UN Programme on HIV/AIDS (UNAIDS), chair, Programme Coordinating Board\n* 2009: The Aspen ... "",""title"":""https://en.wikipedia.org/wiki/Tedros_Adhanom_Ghebreyesus""},{""docid"":""98681"",""score"":12.216610578458678,""snippet"":"" ... 2 (March–April 2009): 422–440. View Details\n\n- Polzer, Jeffrey, Ranjay Gulati, Rakesh Khurana, and Michael Tushman. \""Crossing Boundaries to Increase Relevance in Organizational Research.\"" Journal of Management Inquiry 18, no. 4 (December 2009): 280–286. View Details\n\n- Gulati, Ranjay, James Oldroyd, and Phanish Puranam. \""Staring You in ... "",""title"":""https://www.hbs.edu/faculty/Pages/profile.aspx?facId=77265""},{""docid"":""5286"",""score"":12.2053588800807,""snippet"":"" ... These coordinators now plan and run five competitions, organize volunteers (often college/university students) during ClarinetFests®, serve as editor for Program Booklets, and coordinate various I.C.A. activities. A complete list can be found at Coordinators on the I.C.A. website.\n\nComments such as the following ... "",""title"":""https://clarinet.org/history/""}]"
1,14,2026-09-15T14:05:07.646319+00:00,Routledge book 2018 co-edited,"[""routledge"",""book"",""2018"",""co"",""edited""]","""routledge"" OR ""book"" OR ""2018"" OR ""co"" OR ""edited""",5,e99fc8c6edf487230f141a65645e9d69882631e9a2deeed6aff7ec239689214e,ceab1eca102541f7bbc3e37aca0c6efb6631fbb26c9ee8c2c44ec80e71dd0c20,False,"[""d6"",""d7"",""d8"",""d9"",""d10""]","[""63611"",""1728"",""73960"",""87553"",""2398""]","[{""docid"":""63611"",""score"":15.709466763436716,""snippet"":"" ... A Psycholinguistic Approach to Complex Predicates (Leiden University Press, 2014), and a book on the practice of translation, namely Translation Metacognitive Strategies (VDM Verlag, 2009), and she co-edited a volume on translating Persian literature into English, entitled The Routledge Handbook of Persian Literary Translation (2022).\n\nIn the ... "",""title"":""https://mes.uchicago.edu/pouneh-shabani-jadidi""},{""docid"":""1728"",""score"":15.325526387043555,""snippet"":"" ... She was co-editor of The Translator from 2011-2014 and review editor from 2006-2011. She served as co-editor for the Routledge series New Perspectives in Translation and Interpreting Studies from 2013-2018 and guest-edited The Translator: Bourdieu and the Sociology of Translating and Interpreting ... "",""title"":""https://publications-prairial.fr/encounters-in-translation/index.php?id=91""},{""docid"":""73960"",""score"":14.985898837543985,""snippet"":"" ... The Politics of Stalemate, co-edited with Karl Cordell and Stefan Wolff, (London and New York: Routledge, 2017) Special Issue of Ethnopolitics, 15, 4, also published separately as an edited volume.\n\n- The Politics of Antagonism: Understanding Northern Ireland (London: Bloomsbury Academic Collections, 2016), reprint by a new publisher ... "",""title"":""https://live-sas-www-polisci.pantheon.sas.upenn.edu/people/standing-faculty/brendan-oleary""},{""docid"":""87553"",""score"":14.949705253219141,""snippet"":"" ... strength, editing a book series is a two-person job. I'm delighted that the new editorial team will be:\n\n- Kenneth Kidd, Professor of English at the University of Florida in Gainesville, and the author or co-editor of six books (including one in the Routledge series); and ... "",""title"":""https://philnel.com/2018/04/16/routledge/""},{""docid"":""2398"",""score"":14.858191945765313,""snippet"":"" ... Controversies and Countercultures, co-edited with Keith Kahn-Harris and Titus Hjelm, London: Equinox Books, 2013.\n\n\""Music and Resistance in the Arab Spring,\"" in Larbi Sadiki, ed., Resistance Cultures and Politics in the Arab World (Routledge, 2013).\n\n\""Culture Jamming and the Return of the Aura in the Arab ... "",""title"":""https://www.faculty.uci.edu/profile/?facultyId=5356""}]"
1,22,2026-09-15T14:05:08.213721+00:00,PhD writings English writer coordinator research group,"[""phd"",""writings"",""english"",""writer"",""coordinator"",""research"",""group""]","""phd"" OR ""writings"" OR ""english"" OR ""writer"" OR ""coordinator"" OR ""research"" OR ""group""",5,cc7fbcb4b4f489ba8ed09656a29a906f8cf9d58c459517079fd3d3263a27a213,5acf9cb8eb646d52fbf8c5f642cb916d0ab6125a44b1aa84f9ea42120c32e701,False,"[""d11"",""d12"",""d13"",""d14"",""d15""]","[""94356"",""83012"",""42841"",""14699"",""48778""]","[{""docid"":""94356"",""score"":17.194715668175935,""snippet"":"" ... for storySouth's 2012 Million Writers Award. She teaches English in USC's Opportunity Scholars program.\n\nHeidi Nobles (MFA 2011), who also holds a PhD in Rhetoric and Composition from Texas Christian University, is Assistant Professor of English and Assistant Director of Writing Across the Curriculum at the ... "",""title"":""https://sc.edu/study/colleges_schools/artsandsciences/english_language_and_literature/study/graduate/mfa_program/alumni_current_students.php""},{""docid"":""83012"",""score"":17.15725789646586,""snippet"":"" ... research interests are language testing, assessing writing, and teacher education. He was recognized as theRussell N. Campbell Award Winner in 2017 by the International Research Foundation for English Language Education (TIRF) for his top-ranked PhD dissertation proposal.\n\nNalan Tur (Canakkale Onsekiz Mart University, Turkey), Registration desk coordinator ... "",""title"":""https://plagiarism.pefka.mendelu.cz/index1.php?sec=oc""},{""docid"":""42841"",""score"":16.529984033940966,""snippet"":"" ... MA/PhD Program\ndate: 2025-01-01\n---\nOhio State's PhD Program in English trains students in advanced research, writing and teaching skills in a number of areas in English studies. With over 60 faculty members and 90 graduate students, our program hosts one of the largest, most ... "",""title"":""https://english.osu.edu/graduate/ma-phd""},{""docid"":""14699"",""score"":16.323937818945996,""snippet"":"" ... In this part-time role, he oversees all facets of the blog, recruiting and coordinating writers, editing the work, as well as writing the occasional post himself. He works from Regis University in Denver, Colorado, where he is professor of peace and justice studies, and teaches courses on ... "",""title"":""https://cic.edu/networks/netvue/about/""},{""docid"":""48778"",""score"":16.171929678179964,""snippet"":"" ... Ferraro holds a PhD in English from The Ohio State University and is currently Adjunct Instructor of English at Ohio Northern University. He also serves as the Outreach Coordinator for the International Society of the Study of Narrative. His research has been published in Literature and Medicine, Style ... "",""title"":""https://medicalhealthhumanities.com/writers/""}]"
1,31,2026-09-15T14:05:08.897338+00:00,convenor panel before 2020 Routledge 2018 co-editor,"[""convenor"",""panel"",""before"",""2020"",""routledge"",""2018"",""co"",""editor""]","""convenor"" OR ""panel"" OR ""before"" OR ""2020"" OR ""routledge"" OR ""2018"" OR ""co"" OR ""editor""",5,7037fc1a513a209935994ddf1b320c3978f4fff5698ac221c80dca26ac9c5be1,8dc88f852729a5bda3002841b3ed3820baa42e879b31d65771474278b96f6090,False,"[""d16"",""d17"",""d18"",""d19"",""d20""]","[""77105"",""77437"",""30521"",""64565"",""25779""]","[{""docid"":""77105"",""score"":29.5160252314503,""snippet"":"" ... It will be Volume 25 of ROUTLEDGE LIBRARY EDITIONS: WELFARE AND THE STATE\n\n20-Dec-2018 '\""Hands off Africa!!\""' Journal articles\n\nCo-authored by Mandy Banton, David Wardrop, Susan Williams, published in Review of African Political Economy.\n\n24-Apr-2018 The Commonwealth: adapting to post-war, post-imperial ... "",""title"":""https://research.london.ac.uk/search/fellow/185/dr-susan-williams/""},{""docid"":""77437"",""score"":28.73674648620701,""snippet"":"" ... Multiethnic Schools and Youth in Europe, Paperback, Second Edition, London and New York, Routledge, 2020, 300pp\n\nNew patterns of migration and higher education in Ireland: What are the implications? in, editor(s)Maria Slowey and Hans G. Schuetze , Inequality, Innovation and Reform in Higher Education - Challenges of migration ... "",""title"":""https://www.tcd.ie/research/profiles/?profile=faasd""},{""docid"":""30521"",""score"":27.44906938410856,""snippet"":"" ... Mapping Cosmetic Surgery Tourism, won the 2020 Foundation for Sociology of Health and Illness Prize. Meredith is the editor of the Routledge series Gender, Bodies and Transformation. She welcomes proposals for the series. Animal/Human Studies, Body Modifications, especially Cosmetic and Plastic Surgery, Cultural Studies, Digital Studies, Embodiment ... "",""title"":""https://www.brunel.ac.uk/research/Institutes/Institute-of-Digital-Futures/Our-digital-experts""},{""docid"":""64565"",""score"":23.655885316602564,""snippet"":"" ... Rina is the editor of Sustaining the Archipelago: An Anthology of Philippine Ecopoetry (UST Publishing House, 2018), and co-editor of Empire and Environment: Ecological Ruin in the Transpacific (University of Michigan Press, 2022) and Here was Once the Sea: An Anthology of Southeast Asian Ecowriting (University of ... "",""title"":""https://environmentalhumanities.org/profiles/""},{""docid"":""25779"",""score"":22.676401676286044,""snippet"":"" ... Repeater, 2018) and The Inextinguishable (EVA International, Limerick, 2020). Deeper in the Pyramid was updated with the subtitle Share of Throat for a major exhibition on milk at Wellcome Gallery in 2023. In 2024, she published a study of the impact of a vast chemical co flomerate in ... "",""title"":""https://www.bbk.ac.uk/our-staff/profile/8008438/esther-leslie""}]"
1,39,2026-09-15T14:05:09.625131+00:00,keynote speaker 2019 conference co-edited Routledge book,"[""keynote"",""speaker"",""2019"",""conference"",""co"",""edited"",""routledge"",""book""]","""keynote"" OR ""speaker"" OR ""2019"" OR ""conference"" OR ""co"" OR ""edited"" OR ""routledge"" OR ""book""",5,f9dca5f404f8ed2cd41da32b593d552b237119dfc5a989bb547eddc7260c1ea2,8808766a49f552b02eaea6f31d9719008a494104c66ccad0f489ea6c7e9d128c,False,"[""d21"",""d22"",""d23"",""d24"",""d25""]","[""17936"",""89117"",""83777"",""39901"",""75184""]","[{""docid"":""17936"",""score"":28.535732498430374,""snippet"":"" ... 2019 Conference Keynote and Plenary Speakers Announced!\nauthor: NASW-NYS; NYC\ndate: 2019-03-12\n---\nJONATHAN MOONEY\n\nKeynote Speaker | Thursday (June 6)\n\nJonathan Mooney is a writer and learning activist who did not learn to read until he was 12 years old. He is a graduate of Brown ... "",""title"":""https://naswnys.org/2019-conference-keynote-and-plenary-speakers-announced/""},{""docid"":""89117"",""score"":28.09593956047578,""snippet"":"" ... Abortion Clinics, Women Shelters and Hospitals book talk, Columbia University GSAPP Studio X New York, NY February 26, 2014\n\n- Moderator, Feminism and Architecture: Intergenerational Conversations at Parsons The New School, co-sponsored by the Architectural League of New York, NYC, March 18, 2014\n\n- Symposium co-organizer and speaker ... "",""title"":""https://soa.syr.edu/live/profiles/14-lori-brown-faia""},{""docid"":""83777"",""score"":27.761208535609196,""snippet"":"" ... 4 July 2019, Chicago, IL.\n\n- Noyes, Dorothy. Exemplarity: Performance, Influence, and Friction in Political Innovation conference, 27-29 Feb 2020, Mershon Center for International Security Studies, The Ohio State University, Columbus, OH. Conference co-organizer. (Co-organized with Tobias Wille of Goethe University, Frankfurt, with keynote by Ramachandra ... "",""title"":""https://english.osu.edu/research/faculty-staff-scholarship""},{""docid"":""39901"",""score"":26.913831320735625,""snippet"":"" ... 29 September 2019\n\nConference organied by Sorbonne Université (VALE, EA 4085) & Université Paris 1 – Panthéon-Sorbonne (UMR 7041 – ARSCAN)\n\nConvened by Horatiu Burcea, Anne-Florence Quaireau, Haris Procopiou & Frédéric Regard\n\nConfirmed Keynote Speaker:\n\nMichael Herzfeld, Harvard University\n\nThe time when we could tolerate accounts presenting us the native ... "",""title"":""https://essenglish.org/cfp/conf1909/""},{""docid"":""75184"",""score"":25.789182430075904,""snippet"":"" ... Proceedings ICONIS International Conference on Islam and Muslim Societies (ToC & Prelims)\n\nPascasarjana IAIN Salatiga, 2018\n\nRoutledge Handbook of Islam in the West\n\nRoutledge Handbook of Islam in the West, ed. R. Tottoli (introduction by R.Tottoli, pp. 1-15, London – New York, Routledge, 2015 [2014], xiii + 478 pp ... "",""title"":""https://www.academia.edu/36887345/BULLET_PERSONS_at_BULLET_OF_THE_YEAR_Muslim_500""}]"
2,56,2026-09-15T14:05:15.251052+00:00,research group founded 2009 literary studies coordinator,"[""research"",""group"",""founded"",""2009"",""literary"",""studies"",""coordinator""]","""research"" OR ""group"" OR ""founded"" OR ""2009"" OR ""literary"" OR ""studies"" OR ""coordinator""",5,f5dfaafed90980f819988b8fb9309806d23c6e27aba78844bf2f9bfdfa0056cd,ceccfedad07c404ff52c44e6939367c412facb50b6d2baffcf1e5204a67f3c58,False,"[""d26"",""d27"",""d11"",""d14"",""d28""]","[""42249"",""92254"",""94356"",""14699"",""26617""]","[{""docid"":""42249"",""score"":13.518041420434255,""snippet"":"" ... Subject Associations and Research Networks (selective)\n\n- 2018 International Comparative Literature Association: member of the Coordinating Committee for the Comparative History of Literatures in European Languages (CHLEL)\n\n- 2010 Hermes Consortium for Literary and Cultural Studies: international steering committee\n\n- 2009 London Intercollegiate Network for Comparative Studies (LINKS): founding member\n\n- 2005 ... "",""title"":""https://www.ae-info.org/ae/User/Mussgnug_Florian/CV""},{""docid"":""92254"",""score"":13.204058064652317,""snippet"":"" ... She is also affiliated part-time as an Associate Professor with the Care Ethics group of the Dutch University of Humanistic Studies. Together with her Dutch colleagues, she coordinates the International Care Ethics Research Consortium (\n\nShe draws upon her prior experience with the coordination and execution of complex ... "",""title"":""https://drew.edu/academic/caspersen-school-of-graduate-studies/our-faculty-inspiring-leaders/faculty-by-program/""},{""docid"":""94356"",""score"":13.101535599521426,""snippet"":"" ... Andrew Green (MFA 2020) is a 2019-2020 recipient of the SPARC research grant from the University of South Carolina, supporting a research trip across the continental US to study sites related to the Works Progress Administration, a 1930s federal jobs program, which is the subject of his ... "",""title"":""https://sc.edu/study/colleges_schools/artsandsciences/english_language_and_literature/study/graduate/mfa_program/alumni_current_students.php""},{""docid"":""14699"",""score"":12.998877437857146,""snippet"":"" ... Erin teaches courses in the British novel, the spiritual memoir, and Irish literature; her research includes art, gender studies, and vocation. She recently co-edited and contributed to Cultivating Vocation in Literary Studies (Edinburgh, 2022). Erin holds a BA from Luther College, an MA from Northeastern University, and ... "",""title"":""https://cic.edu/networks/netvue/about/""},{""docid"":""26617"",""score"":12.855322013069125,""snippet"":"" ... Teaching Interest\n\nEarly American literature\n\nComposition\n\nArchival research\n\nResearch Interest\n\nEarly American literature\n\nComposition\n\nArchival research\n\nService\n\nMember of Middle States Accreditation Working Group\n\nBoard member for the Society for the Study of Midwestern Literature (SSML)\n\nDepartment chairperson from January 2018 to May 2023\n\nPublications & Presentations\n\nPublications:\n\n_Longfellow ... "",""title"":""https://www.esu.edu/english/faculty.cfm""}]"
2,62,2026-09-15T14:05:16.032988+00:00,Routledge 2018 edited volume English literature PhD,"[""routledge"",""2018"",""edited"",""volume"",""english"",""literature"",""phd""]","""routledge"" OR ""2018"" OR ""edited"" OR ""volume"" OR ""english"" OR ""literature"" OR ""phd""",5,b85d2fd1e07d00d7278211c43064774ee8e03f952cb3413982102199a612fcdb,ba6c63e4a80405b999b94003e4692baebe92091fdd91ad02ffc1f11a64462656,False,"[""d7"",""d29"",""d30"",""d31"",""d32""]","[""1728"",""29051"",""81342"",""46908"",""6985""]","[{""docid"":""1728"",""score"":27.072757351973447,""snippet"":"" ... Literature in the United Kingdom and Ireland, The Routledge Handbook of Arabic Translation, and Translation and the Power of Agency, with a forthcoming co-edited volume on Translating Modernity. He is currently writing a monograph examining the social history and various constraints shaping Arabic literary translations into English ... "",""title"":""https://publications-prairial.fr/encounters-in-translation/index.php?id=91""},{""docid"":""29051"",""score"":24.962640985263803,""snippet"":"" ... She has contributed to several journals, such as Journal of Jesuit Studies and Lusitania sacra, and to edited volumes, such as Routledge Handbook for History and Globalization (Routledge 2016) and Encounters between Jesuits and Protestants in Asia and the Americas (Brill, 2018). Anne teaches classes on Latin American ... "",""title"":""https://referenceworks.brill.com/display/db/jho?language=en""},{""docid"":""81342"",""score"":24.941473827622637,""snippet"":"" ... A Literature's Exclusion from the Canon.\"" The Routledge Companion to Literature and Class. Edited by Glora Macmillan. Routledge, 2021, pp. 281-292.\n\n- Paul Schacht, Elizabeth Witherell, Rebecca Nesvet, Elisa Beshero-Bondar, Fiona Coll, and Nikolas Wasmoen. \""Encountering Walden.\"" Scholarly Editing 39 (2022). Encountering Walden</em> | Volume 39 ... "",""title"":""https://theprofessorisin.com/2024/05/01/can-ai-write-an-academic-cover-letter-part-1-of-an-experiment/""},{""docid"":""46908"",""score"":24.768783308775816,""snippet"":"" ... Professor of English Language and Literature\n\nJeffrey Andrew Weinstock (born January 24, 1970) is an American literature, film, and media scholar who has been teaching in the Department of English Language and Literature at Central Michigan University since 2001. He has authored or edited more than thirty books ... "",""title"":""https://en.wikipedia.org/wiki/Jeffrey_Andrew_Weinstock""},{""docid"":""6985"",""score"":24.653958769112563,""snippet"":"" ... Swanson co-edited with Alexandra Schultheis Moore the volumes Theoretical Perspectives on Literature and Human Rights (Routledge 2011), Teaching Human Rights in Literary and Cultural Studies (Modern Language Association Press, 2015), and Witnessing Torture: Perspectives from Torture Survivors and Human Rights Workers (Palgrave, 2018; 900K downloads and counting ... "",""title"":""https://www.babson.edu/about/our-leaders-and-scholars/faculty-and-academic-divisions/arts-and-humanities/division-faculty/""}]"
2,69,2026-09-15T14:05:16.571051+00:00,convenor panel literary studies 2019 keynote,"[""convenor"",""panel"",""literary"",""studies"",""2019"",""keynote""]","""convenor"" OR ""panel"" OR ""literary"" OR ""studies"" OR ""2019"" OR ""keynote""",5,0bb269ded7c5eae5508530cc84d4360fb77a05695373bc343e94ebfdf70e6a8b,1ae56d5d22be5904c29f71e2420dc371c044af3a06a4d214649b2f3c900fed26,False,"[""d24"",""d16"",""d17"",""d18"",""d33""]","[""39901"",""77105"",""77437"",""30521"",""29611""]","[{""docid"":""39901"",""score"":28.185284916854314,""snippet"":"" ... May 30, 2019\n\nThe Arts in the Public Sphere research group comprises academics working across a range of disciplines in the arts, humanities and social sciences, including literary studies, history, drama, linguistics, semiotics, fine art, graphics, and sociology. It aims to explore from an interdisciplinary perspective the historical ... "",""title"":""https://essenglish.org/cfp/conf1909/""},{""docid"":""77105"",""score"":24.812329018719318,""snippet"":"" ... 01-Jan-2011 Commonwealth Research Seminar Series Convenor with Dr Shihan DeSilva at the Institute of Commonwealth Studies. This seminar series provides an opportunity for Fellows and Students at ICwS to share and discuss with each other their work in progress on subjects relating to the Commonwealth and ... "",""title"":""https://research.london.ac.uk/search/fellow/185/dr-susan-williams/""},{""docid"":""77437"",""score"":23.96030706408339,""snippet"":"" ... The nationalism of 'values' and 'good citizenship', Ethnicities, 19, (4), 2019, p632-653\n\nFAAS, D., DARMODY, M. and FOLEY, H., Post-School Transitions in Ireland: A case study of Russian speaking students, Comparative Education , 55, (3), 2019, p326-346\n\n'Ireland: A shift towards religious equality in schools' in ... "",""title"":""https://www.tcd.ie/research/profiles/?profile=faasd""},{""docid"":""30521"",""score"":20.814956635109077,""snippet"":"" ... I am Module Convenor for: FM2608 (BA) - Game Studies 2: Concepts and Analysis FM3615 (BA) - Theory Project: Business & Development FM3616 (BA) - Theory Project: Game Analysis GD3600 (BA) - Film and Video Games GD5600 (MA) - Interdisciplinary Module GD5604 (MA) - Game Studies: Cocepts, Contexts & Analysis\n\nDr Derek Groen\n\nEmail Dr Derek ... "",""title"":""https://www.brunel.ac.uk/research/Institutes/Institute-of-Digital-Futures/Our-digital-experts""},{""docid"":""29611"",""score"":20.31552028663665,""snippet"":"" ... Rules\n\n-\n\nThe ASA requires all accepted panels to be open to paper proposals through the website, so panels should not be organised as 'closed' sessions (however, roundtables can be).\n\n-\n\nAll panels/roundtables must have at least two convenors, so as to avoid session cancellations if one convenor cannot ... "",""title"":""https://theasa.org/conferences/asa2025/cfpan""}]"
2,74,2026-09-15T14:05:16.994814+00:00,co-edited Routledge 2018 PhD on English writer writings,"[""co"",""edited"",""routledge"",""2018"",""phd"",""on"",""english"",""writer"",""writings""]","""co"" OR ""edited"" OR ""routledge"" OR ""2018"" OR ""phd"" OR ""on"" OR ""english"" OR ""writer"" OR ""writings""",5,f10b9ff9d05d6853bc0edf524b1a433b7c59e49f3cbf51e0d600dc760aa5d875,485807af253d9b0423e1f7adc498e6827c48cf953bbba00ec351736fe2dd780b,False,"[""d7"",""d34"",""d35"",""d36"",""d30""]","[""1728"",""10703"",""59066"",""98026"",""81342""]","[{""docid"":""1728"",""score"":24.828800063525524,""snippet"":"" ... Kingdom and Ireland, The Routledge Handbook of Arabic Translation, and Translation and the Power of Agency, with a forthcoming co-edited volume on Translating Modernity. He is currently writing a monograph examining the social history and various constraints shaping Arabic literary translations into English. A Harry Ransom Fellow ... "",""title"":""https://publications-prairial.fr/encounters-in-translation/index.php?id=91""},{""docid"":""10703"",""score"":24.253914237887646,""snippet"":"" ... David Charles\n\nDavid Charles is a philosophy writer and data professional based in the UK. He holds a PhD in Physics. His philosophy writing focusses on ethics and agency, with an empirical basis. His work has been published in Philosophy Now. He also writes public-interest data analysis ... "",""title"":""https://daily-philosophy.com/authors/""},{""docid"":""59066"",""score"":23.86987921795808,""snippet"":"" ... She holds an MFA from the Iowa Writers' Workshop, and is currently at work on a novel.\n\nMarisa Koulen (PhD, RCP)\n\nMarisa Koulen was born in New Jersey and raised along the eastern shores of Maryland. Marisa received her B.A. in English-Writing Studies with a minor ... "",""title"":""https://www.uh.edu/class/english/programs/graduate-studies/graduate-student-directory/""},{""docid"":""98026"",""score"":23.634511818364942,""snippet"":"" ... Orthodox Jewish Troll Fighters, Crime Writers, and Rock Stars in Contemporary Literature and Culture (Rutgers University Press, 2018), which was awarded Honorable Mention for the Canadian Association for American Studies' book prize. She also published a critical edition of the 1916 semi-fictionalized biography Marion: The Story of ... "",""title"":""https://americanstudies.blogs.bristol.ac.uk/members-columns/""},{""docid"":""81342"",""score"":23.624059838918722,""snippet"":"" ... English Program (undergraduate), University of X, 2023-present. (Co-chair 2018-2023).\n\n- Serve [number] faculty and [number, estimated.] English majors and minors.\n\n- Oversee curriculum updating on a regular basis\n\n- Liaise between Unit Chair, Deans, and English Faculty and Staff\n\n- Lead and participate in recruitment activities\n\n- Grant-writing to ... "",""title"":""https://theprofessorisin.com/2024/05/01/can-ai-write-an-academic-cover-letter-part-1-of-an-experiment/""}]"
2,80,2026-09-15T14:05:17.867890+00:00,coordinator research group 2009 founded December 2023,"[""coordinator"",""research"",""group"",""2009"",""founded"",""december"",""2023""]","""coordinator"" OR ""research"" OR ""group"" OR ""2009"" OR ""founded"" OR ""december"" OR ""2023""",5,061d8588408e2e956da2a22ba3e9648da6cfe25af55b14116fd3795be27d8b00,ea409a27d89f3f17bd625da6a3b1931e63b54d767cc934ddacfe152379f86609,False,"[""d1"",""d2"",""d3"",""d4"",""d5""]","[""62116"",""78634"",""43076"",""98681"",""5286""]","[{""docid"":""62116"",""score"":12.472919726863736,""snippet"":"" ... Currently, at the Crespo Lab, he is synthesizing thionated organic compounds for prospective therapeutic applications and studying their photophysical and photochemical properties using transient absorption spectroscopy and quantum-chemical calculations.\n\n- Tazrin joined the group in December 2023.\n\n- Andy joined the group in Spring 2019\n\n- Collin joined the group ... "",""title"":""https://case.edu/artsci/chem/faculty/crespo/group/members.html""},{""docid"":""78634"",""score"":12.300592586384376,""snippet"":"" ... 2009) (62 pages, 547 KB)\n\n- M-09-09, Legislative Coordination and Clearance (January 27, 2009) (3 pages, 125 KB)\n\n- M-09-08, Implementation of Memorandum Concerning Regulatory Review (January 21, 2009) (2 pages, 104 KB)\n\n- M-09-07, 2009 Discount Rates for OMB Circular No. A-94 (December ... "",""title"":""https://bidenwhitehouse.archives.gov/omb/information-for-agencies/memoranda/""},{""docid"":""43076"",""score"":12.227767380500147,""snippet"":"" ... Roll Back Malaria (RBM) Partnership, Chair\n* 2008–2009: GAVI, the Vaccine Alliance, board member\n* 2008–2009: High-Level Task Force for Innovative Financing for Health Systems, Member\n* 2009–2011: Global Fund, Chair\n* 2009–2010: Joint UN Programme on HIV/AIDS (UNAIDS), chair, Programme Coordinating Board\n* 2009: The Aspen ... "",""title"":""https://en.wikipedia.org/wiki/Tedros_Adhanom_Ghebreyesus""},{""docid"":""98681"",""score"":12.216610578458678,""snippet"":"" ... 2 (March–April 2009): 422–440. View Details\n\n- Polzer, Jeffrey, Ranjay Gulati, Rakesh Khurana, and Michael Tushman. \""Crossing Boundaries to Increase Relevance in Organizational Research.\"" Journal of Management Inquiry 18, no. 4 (December 2009): 280–286. View Details\n\n- Gulati, Ranjay, James Oldroyd, and Phanish Puranam. \""Staring You in ... "",""title"":""https://www.hbs.edu/faculty/Pages/profile.aspx?facId=77265""},{""docid"":""5286"",""score"":12.2053588800807,""snippet"":"" ... These coordinators now plan and run five competitions, organize volunteers (often college/university students) during ClarinetFests®, serve as editor for Program Booklets, and coordinate various I.C.A. activities. A complete list can be found at Coordinators on the I.C.A. website.\n\nComments such as the following ... "",""title"":""https://clarinet.org/history/""}]"
